milis,x,y,z,ffall,switch,state
2627,0,0,-31,0,0,0
2636,0,0,-31,0,0,0
2647,-1,0,-31,0,0,0
2660,-1,0,-31,0,0,0
2670,-1,0,-31,0,0,0
2678,-1,0,-31,0,0,0
2690,-1,0,-31,0,0,0
2698,0,0,-31,0,0,0
2708,-1,0,-31,0,0,0
2716,-1,0,-31,0,0,0
2726,-1,0,-31,0,0,0
2735,-1,0,-31,0,0,0
2745,-1,0,-31,0,0,0
2754,-1,0,-31,0,0,0
2764,-1,0,-31,0,0,0
2772,0,0,-31,0,0,0
2783,0,0,-31,0,0,0
2791,-1,0,-31,0,0,0
2801,-1,0,-31,0,0,0
2810,-1,0,-31,0,0,0
2821,-1,0,-31,0,0,0
2829,0,0,-31,0,0,0
2839,-1,0,-31,0,0,0
2847,-1,0,-31,0,0,0
2857,-1,0,-31,0,0,0
2867,-1,0,-31,0,0,0
2877,-1,0,-31,0,0,0
2888,-1,0,-31,0,0,0
2898,-1,0,-31,0,0,0
2909,-1,0,-31,0,0,0
2918,-1,0,-31,0,0,0
2928,-1,0,-31,0,0,0
2937,0,0,-31,0,0,0
2947,-1,0,-31,0,0,0
2956,0,0,-31,0,0,0
2966,-1,0,-31,0,0,0
2974,-1,0,-31,0,0,0
2984,-1,0,-31,0,0,0
2994,-1,0,-31,0,0,0
3003,-1,0,-31,0,0,0
3012,0,0,-31,0,0,0
3021,0,0,-31,0,0,0
3031,0,0,-31,0,0,0
3041,-1,0,-31,0,0,0
3050,-1,0,-31,0,0,0
3059,-1,0,-31,0,0,0
3068,-1,0,-31,0,0,0
3079,-1,0,-31,0,0,0
3087,-1,0,-31,0,0,0
3097,-1,0,-31,0,0,0
3106,-1,0,-31,0,0,0
3116,-1,0,-31,0,0,0
3126,-1,0,-31,0,0,0
3137,0,0,-31,0,0,0
3145,0,0,-31,0,0,0
3156,0,0,-31,0,0,0
3166,0,0,-31,0,0,0
3176,0,0,-31,0,0,0
3184,0,0,-31,0,0,0
3194,-1,0,-31,0,0,0
3203,-1,0,-31,0,0,0
3213,-1,0,-31,0,0,0
3221,-1,0,-31,0,0,0
3231,-1,0,-31,0,0,0
3245,-1,0,-31,0,0,0
3255,-1,0,-31,0,0,0
3264,-1,0,-31,0,0,0
3274,-1,0,-31,0,0,0
3283,-1,0,-31,0,0,0
3293,0,0,-31,0,0,0
3302,-1,0,-31,0,0,0
3312,-1,0,-31,0,0,0
3321,-1,0,-31,0,0,0
3331,-1,0,-31,0,0,0
3340,-1,0,-31,0,0,0
3349,0,0,-31,0,0,0
3358,0,0,-31,0,0,0
3371,-1,0,-31,0,0,0
3379,0,0,-31,0,0,0
3391,0,0,-31,0,0,0
3399,0,0,-31,0,0,0
3409,-1,0,-31,0,0,0
3418,-1,0,-31,0,0,0
3428,-1,0,-31,0,0,0
3436,-1,0,-31,0,0,0
3447,-1,0,-31,0,0,0
3456,-1,0,-31,0,0,0
3466,-1,0,-31,0,0,0
3474,-1,0,-31,0,0,0
3484,-1,0,-31,0,0,0
3493,0,0,-31,0,0,0
3504,0,0,-31,0,0,0
3512,-1,0,-31,0,0,0
3522,-1,0,-31,0,0,0
3530,-1,0,-31,0,0,0
3540,0,0,-31,0,0,0
3549,-1,0,-31,0,0,0
3560,-1,0,-31,0,0,0
3568,-1,0,-31,0,0,0
3578,-1,0,-31,0,0,0
3587,-1,0,-31,0,0,0
3597,-1,0,-31,0,0,0
3604,-1,0,-31,0,0,0
3614,-1,0,-31,0,0,0
3622,-1,0,-31,0,0,0
3633,-1,0,-31,0,0,0
3642,-1,0,-31,0,0,0
3652,-1,0,-31,0,0,0
3660,-1,0,-31,0,0,0
3671,-1,0,-31,0,0,0
3679,-1,0,-31,0,0,0
3689,-1,0,-31,0,0,0
3698,-1,0,-31,0,0,0
3708,-1,0,-31,0,0,0
3717,-1,0,-31,0,0,0
3727,-1,0,-31,0,0,0
3735,-1,0,-31,0,0,0
3745,0,0,-31,0,0,0
3755,-1,0,-31,0,0,0
3765,0,0,-31,0,0,0
3773,-1,0,-31,0,0,0
3783,-1,0,-31,0,0,0
3791,-1,0,-31,0,0,0
3802,-1,0,-31,0,0,0
3810,-1,0,-31,0,0,0
3820,-1,0,-31,0,0,0
3834,-1,0,-31,0,0,0
3846,-1,0,-31,0,0,0
3854,-1,0,-31,0,0,0
3865,0,0,-31,0,0,0
3873,0,0,-31,0,0,0
3884,-1,0,-31,0,0,0
3893,-1,0,-31,0,0,0
3903,-1,0,-31,0,0,0
3911,-1,0,-31,0,0,0
3921,-1,0,-31,0,0,0
3930,0,0,-31,0,0,0
3940,-1,0,-31,0,0,0
3949,-1,0,-31,0,0,0
3959,-1,0,-31,0,0,0
3968,0,0,-31,0,0,0
3978,-1,0,-31,0,0,0
3987,-1,0,-31,0,0,0
3997,-1,0,-31,0,0,0
4005,-1,0,-31,0,0,0
4016,-1,0,-31,0,0,0
4024,-1,0,-31,0,0,0
4034,-1,0,-31,0,0,0
4043,0,0,-31,0,0,0
4054,0,0,-31,0,0,0
4062,0,0,-31,0,0,0
4073,-1,0,-31,0,0,0
4083,-1,0,-31,0,0,0
4093,-1,0,-31,0,0,0
4103,-1,0,-31,0,0,0
4112,-1,0,-31,0,0,0
4121,-1,0,-31,0,0,0
4130,-1,0,-31,0,0,0
4141,-1,0,-31,0,0,0
4150,0,0,-31,0,0,0
4159,-1,0,-31,0,0,0
4168,-1,0,-31,0,0,0
4178,-1,0,-31,0,0,0
4187,-1,0,-31,0,0,0
4197,-1,0,-31,0,0,0
4206,-1,0,-31,0,0,0
4215,-1,0,-31,0,0,0
4225,0,0,-31,0,0,0
4235,0,0,-31,0,0,0
4244,-1,0,-31,0,0,0
4253,-1,0,-31,0,0,0
4262,-1,0,-31,0,0,0
4272,-1,0,-31,0,0,0
4281,0,0,-31,0,0,0
4291,-1,0,-31,0,0,0
4301,-1,0,-31,0,0,0
4313,-1,0,-31,0,0,0
4321,-1,0,-31,0,0,0
4332,-1,0,-31,0,0,0
4341,-1,0,-31,0,0,0
4352,-1,0,-31,0,0,0
4360,-1,0,-31,0,0,0
4370,-1,0,-31,0,0,0
4378,-1,0,-31,0,0,0
4389,-1,0,-31,0,0,0
4398,-1,0,-31,0,0,0
4408,-1,0,-31,0,0,0
4421,-1,0,-31,0,0,0
4431,-1,0,-31,0,0,0
4441,-1,0,-31,0,0,0
4451,-1,0,-31,0,0,0
4460,-1,0,-31,0,0,0
4469,-1,0,-31,0,0,0
4478,-1,0,-31,0,0,0
4489,-1,0,-31,0,0,0
4497,-1,0,-31,0,0,0
4507,-1,0,-31,0,0,0
4516,-1,0,-31,0,0,0
4526,-1,0,-31,0,0,0
4535,-1,0,-31,0,0,0
4547,-1,0,-31,0,0,0
4555,-1,0,-31,0,0,0
4567,-1,0,-31,0,0,0
4576,0,0,-31,0,0,0
4586,-1,0,-31,0,0,0
4594,-1,0,-31,0,0,0
4604,-1,0,-31,0,0,0
4613,-1,0,-31,0,0,0
4624,-1,0,-31,0,0,0
4632,0,0,-31,0,0,0
4642,0,0,-31,0,0,0
4651,-1,0,-31,0,0,0
4661,-1,0,-31,0,0,0
4669,-1,0,-31,0,0,0
4679,-1,0,-31,0,0,0
4688,0,0,-31,0,0,0
4699,-1,0,-31,0,0,0
4707,-1,0,-31,0,0,0
4717,-1,0,-31,0,0,0
4726,-1,0,-31,0,0,0
4737,-1,0,-31,0,0,0
4745,-1,0,-31,0,0,0
4755,-1,0,-31,0,0,0
4763,-1,0,-31,0,0,0
4775,0,0,-31,0,0,0
4786,0,0,-31,0,0,0
4795,-1,0,-31,0,0,0
4805,-1,0,-31,0,0,0
4813,-1,0,-31,0,0,0
4824,-1,0,-31,0,0,0
4833,-1,0,-31,0,0,0
4842,-1,0,-31,0,0,0
4851,0,0,-31,0,0,0
4861,-1,0,-31,0,0,0
4870,-1,0,-31,0,0,0
4880,-1,0,-31,0,0,0
4889,-1,0,-31,0,0,0
4898,-1,0,-31,0,0,0
4908,-1,0,-31,0,0,0
4918,-1,0,-31,0,0,0
4926,-1,0,-31,0,0,0
4936,-1,0,-31,0,0,0
4945,0,0,-31,0,0,0
4955,-1,0,-31,0,0,0
4964,-1,0,-31,0,0,0
4973,-1,0,-31,0,0,0
4982,-1,0,-31,0,0,0
4993,0,0,-31,0,0,0
5003,-1,0,-31,0,0,0
5019,-1,0,-31,0,0,0
5028,-1,0,-31,0,0,0
5039,-1,0,-31,0,0,0
5048,-1,0,-31,0,0,0
5058,0,0,-31,0,0,0
5066,-1,0,-31,0,0,0
5076,-1,0,-31,0,0,0
5085,-1,0,-31,0,0,0
5095,-1,0,-31,0,0,0
5104,-1,0,-31,0,0,0
5114,-1,0,-31,0,0,0
5123,-1,0,-31,0,0,0
5133,-1,0,-31,0,0,0
5141,-1,0,-31,0,0,0
5152,-1,0,-31,0,0,0
5160,0,0,-31,0,0,0
5171,0,0,-31,0,0,0
5179,-1,0,-31,0,0,0
5189,-1,0,-31,0,0,0
5197,-1,0,-31,0,0,0
5209,-1,0,-31,0,0,0
5217,-1,0,-31,0,0,0
5227,-1,0,-31,0,0,0
5235,-1,0,-31,0,0,0
5248,-1,0,-31,0,0,0
5258,-1,0,-31,0,0,0
5267,-1,0,-31,0,0,0
5277,-1,0,-31,0,0,0
5286,-1,0,-31,0,0,0
5296,-1,0,-31,0,0,0
5305,-1,0,-31,0,0,0
5315,-1,0,-31,0,0,0
5323,-1,0,-31,0,0,0
5334,-1,0,-31,0,0,0
5343,-1,0,-31,0,0,0
5352,-1,0,-31,0,0,0
5361,-1,0,-31,0,0,0
5371,-1,0,-31,0,0,0
5381,-1,0,-31,0,0,0
5390,-1,0,-31,0,0,0
5399,0,0,-31,0,0,0
5409,0,0,-31,0,0,0
5417,0,0,-31,0,0,0
5428,-1,0,-31,0,0,0
5437,-1,0,-31,0,0,0
5446,-1,0,-31,0,0,0
5455,0,0,-31,0,0,0
5465,-1,0,-31,0,0,0
5474,-1,0,-31,0,0,0
5486,-1,0,-31,0,0,0
5494,-1,0,-31,0,0,0
5507,-1,0,-31,0,0,0
5515,0,0,-31,0,0,0
5525,-1,0,-31,0,0,0
5533,-1,0,-31,0,0,0
5543,-1,0,-31,0,0,0
5552,-1,0,-31,0,0,0
5562,0,0,-31,0,0,0
5570,-1,0,-31,0,0,0
5580,-1,0,-31,0,0,0
5595,-1,0,-31,0,0,0
5606,-1,0,-31,0,0,0
5614,-1,0,-31,0,0,0
5625,-1,0,-31,0,0,0
5634,-1,0,-31,0,0,0
5644,-1,0,-31,0,0,0
5653,-1,0,-31,0,0,0
5663,-1,0,-31,0,0,0
5671,-1,0,-31,0,0,0
5682,-1,3,-31,0,0,0
5690,-1,3,-32,0,0,0
5700,-1,2,-30,0,0,0
5709,-1,0,-35,0,0,0
5721,-1,-2,-32,0,0,0
5731,-2,-1,-38,0,0,0
5741,-4,0,-39,0,0,0
5751,-7,0,-39,0,0,0
5760,-7,-1,-40,0,0,0
5770,-5,-2,-41,0,0,0
5779,-5,-2,-41,0,0,0
5789,-2,-3,-41,0,0,0
5797,1,-4,-40,0,0,0
5808,5,-4,-39,0,0,0
5817,5,-6,-39,0,0,0
5826,4,-8,-38,0,0,0
5835,5,-6,-38,0,0,0
5846,6,-3,-37,0,0,0
5855,5,-2,-36,0,0,0
5864,6,-3,-35,0,0,0
5873,5,6,-22,0,0,0
5883,8,5,-31,0,0,0
5892,6,-1,-31,0,0,0
5902,5,-6,-32,0,0,0
5911,2,-8,-35,0,0,0
5920,-2,-9,-39,0,0,0
5929,-2,-9,-36,0,0,0
5940,1,-8,-37,0,0,0
5948,5,-9,-37,0,0,0
5957,7,-9,-35,0,0,0
5966,7,-9,-35,0,0,0
5976,6,-8,-35,0,0,0
5985,6,-4,-36,0,0,0
5995,6,-3,-35,0,0,0
6003,5,-4,-34,0,0,0
6013,3,-6,-34,0,0,0
6023,1,-9,-33,0,0,0
6032,-1,-10,-32,0,0,0
6041,-2,-11,-31,0,0,0
6051,-2,-10,-30,0,0,0
6061,-2,-10,-30,0,0,0
6071,0,-9,-33,0,0,0
6080,0,-9,-33,0,0,0
6089,2,-9,-35,0,0,0
6098,6,-10,-35,0,0,0
6109,8,-13,-34,0,0,0
6118,7,-13,-31,0,0,0
6127,5,-12,-30,0,0,0
6136,4,-12,-30,0,0,0
6147,3,-12,-30,0,0,0
6156,5,-13,-29,0,0,0
6165,8,-14,-31,0,0,0
6181,14,-14,-31,0,0,0
6193,14,-14,-29,0,0,0
6201,10,-13,-30,0,0,0
6212,7,-13,-29,0,0,0
6221,7,-12,-28,0,0,0
6232,8,-12,-29,0,0,0
6240,9,-14,-28,0,0,0
6251,9,-15,-27,0,0,0
6259,7,-14,-26,0,0,0
6269,5,-14,-25,0,0,0
6278,3,-14,-24,0,0,0
6289,2,-14,-23,0,0,0
6297,4,-14,-22,0,0,0
6307,7,-16,-21,0,0,0
6317,8,-17,-21,0,0,0
6327,8,-17,-21,0,0,0
6335,8,-17,-22,0,0,0
6346,8,-17,-22,0,0,0
6354,8,-16,-21,0,0,0
6365,8,-16,-22,0,0,0
6373,9,-17,-22,0,0,0
6384,10,-19,-22,0,0,0
6392,11,-20,-23,0,0,0
6405,11,-22,-23,0,0,0
6415,10,-22,-24,0,0,0
6425,10,-21,-25,0,0,0
6434,10,-21,-25,0,0,0
6444,10,-23,-25,0,0,0
6454,9,-23,-24,0,0,0
6463,7,-23,-23,0,0,0
6473,5,-22,-24,0,0,0
6482,4,-22,-23,0,0,0
6492,4,-20,-23,0,0,0
6501,7,-20,-23,0,0,0
6511,10,-21,-21,0,0,0
6520,11,-21,-19,0,0,0
6531,11,-20,-18,0,0,0
6540,9,-20,-18,0,0,0
6550,7,-20,-18,0,0,0
6559,6,-20,-18,0,0,0
6568,7,-21,-18,0,0,0
6578,7,-23,-18,0,0,0
6588,7,-23,-18,0,0,0
6597,7,-24,-18,0,0,0
6606,7,-23,-18,0,0,0
6616,7,-22,-17,0,0,0
6628,7,-20,-17,0,0,0
6637,8,-20,-17,0,0,0
6648,8,-19,-17,0,0,0
6657,7,-19,-17,0,0,0
6668,6,-19,-17,0,0,0
6676,7,-19,-17,0,0,0
6686,7,-20,-17,0,0,0
6695,7,-19,-18,0,0,0
6706,8,-19,-18,0,0,0
6714,9,-20,-17,0,0,0
6724,9,-20,-17,0,0,0
6732,9,-19,-18,0,0,0
6744,8,-19,-19,0,0,0
6752,7,-18,-19,0,0,0
6762,7,-19,-20,0,0,0
6777,9,-21,-20,0,0,0
6788,9,-23,-20,0,0,0
6798,9,-23,-21,0,0,0
6808,9,-23,-22,0,0,0
6818,9,-23,-22,0,0,0
6827,9,-22,-22,0,0,0
6837,9,-22,-22,0,0,0
6846,8,-22,-21,0,0,0
6858,8,-22,-20,0,0,0
6867,8,-22,-19,0,0,0
6879,6,-22,-20,0,0,0
6888,6,-23,-21,0,0,0
6898,6,-22,-22,0,0,0
6906,5,-22,-23,0,0,0
6917,6,-22,-22,0,0,0
6926,5,-21,-22,0,0,0
6936,5,-22,-19,0,0,0
6944,4,-23,-19,0,0,0
6955,5,-22,-18,0,0,0
6964,5,-22,-18,0,0,0
6974,4,-19,-19,0,0,0
6982,4,-19,-19,0,0,0
6993,2,-22,-21,0,0,0
7002,2,-22,-21,0,0,0
7012,2,-24,-21,0,0,0
7021,2,-24,-21,0,0,0
7031,3,-24,-20,0,0,0
7040,3,-24,-21,0,0,0
7051,2,-23,-21,0,0,0
7059,2,-23,-21,0,0,0
7069,2,-24,-21,0,0,0
7078,1,-25,-21,0,0,0
7089,2,-26,-21,0,0,0
7100,1,-26,-20,0,0,0
7109,2,-24,-19,0,0,0
7119,3,-23,-18,0,0,0
7129,3,-23,-18,0,0,0
7138,3,-22,-17,0,0,0
7147,3,-22,-18,0,0,0
7157,3,-23,-17,0,0,0
7166,3,-23,-17,0,0,0
7177,2,-24,-17,0,0,0
7186,1,-24,-17,0,0,0
7195,1,-24,-17,0,0,0
7204,1,-24,-17,0,0,0
7215,1,-24,-18,0,0,0
7224,2,-24,-19,0,0,0
7233,2,-24,-19,0,0,0
7242,1,-24,-18,0,0,0
7252,1,-24,-18,0,0,0
7262,1,-23,-17,0,0,0
7271,1,-23,-17,0,0,0
7280,0,-23,-17,0,0,0
7290,-1,-23,-17,0,0,0
7300,-1,-24,-18,0,0,0
7312,-1,-25,-18,0,0,0
7320,-1,-26,-20,0,0,0
7332,0,-25,-20,0,0,0
7341,1,-25,-18,0,0,0
7351,1,-24,-17,0,0,0
7366,0,-22,-16,0,0,0
7376,-1,-21,-15,0,0,0
7387,-3,-20,-15,0,0,0
7397,-3,-21,-16,0,0,0
7406,-2,-22,-17,0,0,0
7415,-2,-24,-17,0,0,0
7426,-3,-25,-18,0,0,0
7435,-3,-26,-19,0,0,0
7445,-3,-26,-20,0,0,0
7454,-3,-26,-20,0,0,0
7463,-4,-25,-19,0,0,0
7473,-3,-24,-18,0,0,0
7483,-3,-23,-17,0,0,0
7492,-3,-22,-17,0,0,0
7502,-3,-22,-17,0,0,0
7512,-3,-22,-18,0,0,0
7521,-3,-23,-19,0,0,0
7531,-3,-25,-20,0,0,0
7543,-3,-26,-21,0,0,0
7552,-3,-27,-21,0,0,0
7564,-3,-28,-21,0,0,0
7572,-2,-27,-20,0,0,0
7582,-2,-25,-19,0,0,0
7591,-2,-24,-18,0,0,0
7602,-2,-23,-17,0,0,0
7610,-3,-22,-17,0,0,0
7621,-4,-22,-17,0,0,0
7629,-4,-24,-17,0,0,0
7640,-4,-24,-17,0,0,0
7649,-4,-24,-17,0,0,0
7659,-4,-24,-17,0,0,0
7667,-4,-24,-17,0,0,0
7678,-4,-24,-17,0,0,0
7687,-4,-24,-17,0,0,0
7697,-5,-24,-16,0,0,0
7706,-4,-23,-16,0,0,0
7716,-4,-23,-16,0,0,0
7725,-4,-22,-16,0,0,0
7735,-4,-22,-16,0,0,0
7744,-5,-23,-17,0,0,0
7755,-5,-24,-18,0,0,0
7766,-4,-26,-18,0,0,0
7776,-4,-27,-18,0,0,0
7785,-4,-27,-18,0,0,0
7794,-5,-27,-18,0,0,0
7804,-5,-26,-17,0,0,0
7814,-5,-26,-17,0,0,0
7824,-5,-26,-17,0,0,0
7833,-5,-26,-17,0,0,0
7842,-5,-26,-18,0,0,0
7852,-5,-27,-18,0,0,0
7862,-4,-28,-19,0,0,0
7871,-4,-29,-19,0,0,0
7881,-4,-29,-18,0,0,0
7890,-4,-28,-17,0,0,0
7900,-3,-27,-17,0,0,0
7909,-2,-26,-17,0,0,0
7919,-2,-26,-17,0,0,0
7928,-2,-27,-18,0,0,0
7939,-2,-29,-18,0,0,0
7949,-3,-30,-19,0,0,0
7964,-3,-29,-19,0,0,0
7976,-2,-28,-18,0,0,0
7986,-3,-26,-17,0,0,0
7997,-2,-25,-17,0,0,0
8006,-2,-25,-17,0,0,0
8016,-2,-25,-18,0,0,0
8026,-2,-26,-19,0,0,0
8036,-1,-26,-19,0,0,0
8044,-1,-25,-19,0,0,0
8054,0,-25,-18,0,0,0
8064,0,-24,-18,0,0,0
8074,0,-23,-18,0,0,0
8083,0,-22,-18,0,0,0
8092,0,-21,-18,0,0,0
8101,1,-21,-18,0,0,0
8112,1,-21,-18,0,0,0
8121,1,-22,-17,0,0,0
8131,0,-23,-17,0,0,0
8140,0,-23,-16,0,0,0
8150,-1,-22,-16,0,0,0
8159,-1,-22,-16,0,0,0
8169,-2,-22,-15,0,0,0
8178,-1,-22,-16,0,0,0
8187,0,-22,-16,0,0,0
8195,0,-22,-16,0,0,0
8205,0,-22,-17,0,0,0
8214,0,-22,-17,0,0,0
8224,0,-22,-16,0,0,0
8233,1,-23,-16,0,0,0
8243,1,-24,-17,0,0,0
8252,1,-25,-18,0,0,0
8262,2,-26,-19,0,0,0
8271,3,-26,-21,0,0,0
8281,3,-25,-22,0,0,0
8290,3,-25,-21,0,0,0
8300,3,-26,-21,0,0,0
8309,3,-25,-20,0,0,0
8318,3,-24,-20,0,0,0
8328,3,-22,-19,0,0,0
8338,3,-21,-18,0,0,0
8347,3,-21,-18,0,0,0
8356,3,-21,-19,0,0,0
8366,4,-22,-20,0,0,0
8376,5,-23,-20,0,0,0
8385,5,-24,-20,0,0,0
8395,5,-23,-21,0,0,0
8403,5,-23,-22,0,0,0
8416,5,-23,-22,0,0,0
8424,7,-22,-22,0,0,0
8436,7,-21,-23,0,0,0
8444,7,-20,-24,0,0,0
8455,7,-19,-25,0,0,0
8464,6,-18,-24,0,0,0
8474,5,-17,-24,0,0,0
8482,4,-16,-23,0,0,0
8493,4,-17,-24,0,0,0
8502,5,-18,-24,0,0,0
8512,6,-21,-25,0,0,0
8520,7,-22,-25,0,0,0
8530,7,-22,-24,0,0,0
8548,6,-17,-23,0,0,0
8556,5,-15,-23,0,0,0
8568,4,-13,-24,0,0,0
8577,5,-14,-24,0,0,0
8587,5,-15,-24,0,0,0
8596,6,-17,-25,0,0,0
8606,6,-18,-26,0,0,0
8614,5,-20,-26,0,0,0
8626,5,-20,-26,0,0,0
8634,5,-20,-26,0,0,0
8653,5,-18,-27,0,0,0
8663,4,-15,-26,0,0,0
8673,4,-15,-25,0,0,0
8683,4,-15,-25,0,0,0
8693,4,-16,-26,0,0,0
8701,4,-17,-26,0,0,0
8712,4,-18,-27,0,0,0
8721,4,-18,-27,0,0,0
8731,5,-19,-27,0,0,0
8740,5,-19,-27,0,0,0
8750,4,-18,-27,0,0,0
8759,2,-15,-26,0,0,0
8769,1,-11,-26,0,0,0
8778,1,-10,-26,0,0,0
8787,1,-12,-26,0,0,0
8797,2,-13,-28,0,0,0
8807,4,-15,-28,0,0,0
8816,4,-17,-28,0,0,0
8825,4,-17,-29,0,0,0
8835,4,-18,-29,0,0,0
8845,2,-18,-28,0,0,0
8854,0,-16,-29,0,0,0
8864,-1,-15,-29,0,0,0
8875,-1,-15,-30,0,0,0
8886,0,-15,-31,0,0,0
8895,0,-15,-31,0,0,0
8906,3,-15,-31,0,0,0
8914,3,-15,-31,0,0,0
8925,3,-16,-31,0,0,0
8934,3,-16,-31,0,0,0
8944,2,-16,-30,0,0,0
8952,0,-14,-30,0,0,0
8963,0,-11,-29,0,0,0
8972,0,-10,-27,0,0,0
8982,-1,-12,-29,0,0,0
8990,-1,-14,-31,0,0,0
9001,0,-15,-31,0,0,0
9010,1,-16,-31,0,0,0
9020,0,-16,-31,0,0,0
9028,0,-15,-30,0,0,0
9039,0,-13,-29,0,0,0
9048,0,-11,-29,0,0,0
9058,-2,-10,-29,0,0,0
9067,-3,-10,-29,0,0,0
9077,-3,-11,-28,0,0,0
9085,-2,-11,-29,0,0,0
9098,-1,-13,-29,0,0,0
9108,0,-15,-30,0,0,0
9119,0,-16,-31,0,0,0
9138,0,-14,-30,0,0,0
9147,-1,-12,-29,0,0,0
9158,-2,-12,-28,0,0,0
9167,-2,-12,-27,0,0,0
9178,-4,-14,-28,0,0,0
