milis,x,y,z,ffall,switch,state
2689,-1,0,-31,0,0,0
2700,0,0,-31,0,0,0
2709,0,0,-31,0,0,0
2720,-1,0,-31,0,0,0
2728,-1,0,-31,0,0,0
2739,0,0,-31,0,0,0
2747,-1,0,-31,0,0,0
2757,-1,0,-31,0,0,0
2765,-1,1,-31,0,0,0
2776,-1,0,-31,0,0,0
2785,0,0,-31,0,0,0
2795,-1,0,-31,0,0,0
2803,-1,0,-31,0,0,0
2813,-1,0,-31,0,0,0
2822,-1,0,-31,0,0,0
2832,-1,0,-31,0,0,0
2841,-1,0,-31,0,0,0
2851,-1,0,-31,0,0,0
2860,0,0,-31,0,0,0
2870,-1,0,-31,0,0,0
2878,-1,0,-31,0,0,0
2888,0,0,-31,0,0,0
2896,-1,0,-31,0,0,0
2907,-1,0,-31,0,0,0
2915,0,0,-31,0,0,0
2925,0,0,-31,0,0,0
2936,0,0,-31,0,0,0
2947,-1,0,-31,0,0,0
2957,-1,0,-31,0,0,0
2966,-1,0,-31,0,0,0
2975,-1,0,-31,0,0,0
2984,-1,0,-31,0,0,0
2995,-1,0,-31,0,0,0
3003,-1,0,-31,0,0,0
3013,-1,0,-31,0,0,0
3022,-1,0,-31,0,0,0
3032,-1,0,-31,0,0,0
3041,-1,0,-31,0,0,0
3050,-1,0,-31,0,0,0
3059,-1,0,-31,0,0,0
3068,-1,0,-31,0,0,0
3078,-1,0,-31,0,0,0
3088,-1,0,-31,0,0,0
3096,-1,0,-31,0,0,0
3106,-1,0,-31,0,0,0
3116,-1,0,-31,0,0,0
3125,-1,0,-31,0,0,0
3134,-1,0,-31,0,0,0
3143,-1,0,-31,0,0,0
3153,-1,0,-31,0,0,0
3170,-1,0,-31,0,0,0
3180,-1,0,-31,0,0,0
3189,-1,0,-31,0,0,0
3201,-1,0,-31,0,0,0
3209,-1,0,-31,0,0,0
3219,-1,0,-31,0,0,0
3227,-1,0,-31,0,0,0
3237,-1,0,-31,0,0,0
3246,-1,0,-31,0,0,0
3256,0,0,-31,0,0,0
3264,-1,0,-31,0,0,0
3274,-1,1,-31,0,0,0
3283,-1,0,-31,0,0,0
3294,-1,1,-31,0,0,0
3302,-1,0,-31,0,0,0
3312,-1,0,-31,0,0,0
3320,-1,0,-31,0,0,0
3331,-1,0,-31,0,0,0
3340,0,0,-31,0,0,0
3350,-1,0,-31,0,0,0
3358,-1,0,-31,0,0,0
3368,-1,0,-31,0,0,0
3377,-1,0,-31,0,0,0
3387,-1,0,-31,0,0,0
3395,-1,0,-31,0,0,0
3406,-1,0,-31,0,0,0
3417,-1,0,-31,0,0,0
3427,0,0,-31,0,0,0
3436,-1,0,-31,0,0,0
3445,0,1,-31,0,0,0
3454,-1,0,-31,0,0,0
3464,-1,0,-31,0,0,0
3473,-1,0,-31,0,0,0
3482,-1,0,-31,0,0,0
3492,-1,0,-31,0,0,0
3502,-1,0,-31,0,0,0
3511,-1,0,-31,0,0,0
3520,-1,0,-31,0,0,0
3529,-1,1,-31,0,0,0
3538,-1,0,-31,0,0,0
3548,0,0,-31,0,0,0
3557,-1,0,-31,0,0,0
3567,-1,0,-31,0,0,0
3575,-1,0,-31,0,0,0
3586,0,0,-31,0,0,0
3595,-1,0,-31,0,0,0
3604,0,0,-31,0,0,0
3613,-1,0,-31,0,0,0
3622,-1,0,-31,0,0,0
3633,-1,0,-31,0,0,0
3645,-1,0,-31,0,0,0
3653,-1,0,-31,0,0,0
3664,0,0,-31,0,0,0
3673,-1,0,-31,0,0,0
3683,-1,0,-31,0,0,0
3691,-1,0,-31,0,0,0
3701,-1,0,-31,0,0,0
3709,-1,0,-31,0,0,0
3720,-1,0,-31,0,0,0
3736,-1,0,-31,0,0,0
3744,-1,0,-31,0,0,0
3756,-1,0,-31,0,0,0
3764,-1,0,-31,0,0,0
3774,-1,0,-31,0,0,0
3782,-1,0,-31,0,0,0
3792,-1,0,-31,0,0,0
3801,-1,1,-31,0,0,0
3811,-1,0,-31,0,0,0
3820,0,0,-31,0,0,0
3830,-1,0,-31,0,0,0
3838,0,0,-31,0,0,0
3849,-1,0,-31,0,0,0
3857,-1,0,-31,0,0,0
3867,-1,0,-31,0,0,0
3878,-1,0,-31,0,0,0
3888,-1,0,-31,0,0,0
3898,-1,0,-31,0,0,0
3907,-1,0,-31,0,0,0
3917,-1,0,-31,0,0,0
3927,0,0,-31,0,0,0
3936,-1,0,-31,0,0,0
3945,-1,0,-31,0,0,0
3955,-1,0,-31,0,0,0
3963,-1,0,-31,0,0,0
3974,-1,0,-31,0,0,0
3983,-1,0,-31,0,0,0
3992,0,0,-31,0,0,0
4001,-1,0,-31,0,0,0
4011,-1,0,-31,0,0,0
4020,0,0,-31,0,0,0
4029,-1,0,-31,0,0,0
4038,-1,0,-31,0,0,0
4048,-1,0,-31,0,0,0
4057,-1,0,-31,0,0,0
4067,-1,1,-31,0,0,0
4076,-1,0,-31,0,0,0
4085,-1,0,-31,0,0,0
4094,-1,0,-31,0,0,0
4107,-1,0,-31,0,0,0
4115,-1,0,-31,0,0,0
4126,-1,0,-31,0,0,0
4135,-1,0,-31,0,0,0
4146,0,0,-31,0,0,0
4154,-1,0,-31,0,0,0
4164,-1,0,-31,0,0,0
4172,-1,0,-31,0,0,0
4183,0,0,-31,0,0,0
4191,0,0,-31,0,0,0
4201,0,0,-31,0,0,0
4209,-1,0,-31,0,0,0
4219,-1,0,-31,0,0,0
4228,-1,0,-31,0,0,0
4238,-1,0,-31,0,0,0
4247,-1,0,-31,0,0,0
4256,-1,0,-31,0,0,0
4265,-1,0,-31,0,0,0
4276,-1,0,-31,0,0,0
4284,-1,0,-31,0,0,0
4294,-1,0,-31,0,0,0
4311,-1,0,-31,0,0,0
4319,-1,0,-31,0,0,0
4330,-1,0,-31,0,0,0
4338,-1,0,-31,0,0,0
4349,0,0,-31,0,0,0
4360,0,0,-31,0,0,0
4369,0,0,-31,0,0,0
4378,-1,0,-31,0,0,0
4387,-1,0,-31,0,0,0
4398,-1,1,-31,0,0,0
4406,-1,0,-31,0,0,0
4416,-1,0,-31,0,0,0
4425,-1,0,-31,0,0,0
4434,-1,0,-31,0,0,0
4444,-1,0,-31,0,0,0
4453,-1,0,-31,0,0,0
4462,-1,0,-31,0,0,0
4472,-1,0,-31,0,0,0
4482,0,0,-31,0,0,0
4491,-1,0,-31,0,0,0
4500,-1,0,-31,0,0,0
4509,-1,0,-31,0,0,0
4518,-1,0,-31,0,0,0
4529,-1,0,-31,0,0,0
4537,-1,1,-31,0,0,0
4547,-1,0,-31,0,0,0
4556,-1,0,-31,0,0,0
4566,-1,0,-31,0,0,0
4576,-1,0,-31,0,0,0
4588,0,0,-31,0,0,0
4596,-1,0,-31,0,0,0
4608,-1,0,-31,0,0,0
4616,-1,0,-31,0,0,0
4626,-1,0,-31,0,0,0
4634,0,0,-31,0,0,0
4644,-1,0,-31,0,0,0
4654,-1,0,-31,0,0,0
4664,-1,0,-31,0,0,0
4672,-1,0,-31,0,0,0
4682,-1,0,-31,0,0,0
4690,0,0,-31,0,0,0
4701,-1,1,-31,0,0,0
4709,-1,0,-31,0,0,0
4719,-1,0,-31,0,0,0
4728,-1,0,-31,0,0,0
4739,-1,0,-31,0,0,0
4747,-1,0,-31,0,0,0
4757,-1,0,-31,0,0,0
4765,-1,0,-31,0,0,0
4775,-1,0,-31,0,0,0
4784,0,0,-31,0,0,0
4794,-1,0,-31,0,0,0
4802,0,0,-31,0,0,0
4813,-1,0,-31,0,0,0
4824,0,0,-31,0,0,0
4833,-1,0,-31,0,0,0
4843,0,0,-31,0,0,0
4852,-1,0,-31,0,0,0
4861,-1,0,-31,0,0,0
4872,-1,0,-31,0,0,0
4887,-1,0,-31,0,0,0
4898,-1,0,-31,0,0,0
4907,-1,0,-31,0,0,0
4918,-1,1,-31,0,0,0
4926,-1,0,-31,0,0,0
4936,-1,0,-31,0,0,0
4944,-1,1,-31,0,0,0
4955,0,0,-31,0,0,0
4963,-1,0,-31,0,0,0
4973,-1,0,-31,0,0,0
4982,0,0,-31,0,0,0
4992,-1,0,-31,0,0,0
5001,-1,0,-31,0,0,0
5011,-1,0,-31,0,0,0
5019,-1,0,-31,0,0,0
5029,-1,0,-31,0,0,0
5038,-1,0,-31,0,0,0
5048,0,0,-31,0,0,0
5059,-1,0,-31,0,0,0
5068,-1,0,-31,0,0,0
5080,-1,0,-31,0,0,0
5089,-1,0,-31,0,0,0
5098,0,0,-31,0,0,0
5107,-1,0,-31,0,0,0
5117,-1,0,-31,0,0,0
5127,-1,0,-31,0,0,0
5136,-1,0,-31,0,0,0
5145,-1,0,-31,0,0,0
5154,-1,0,-31,0,0,0
5164,0,0,-31,0,0,0
5174,-1,0,-31,0,0,0
5182,-1,0,-31,0,0,0
5192,-1,0,-31,0,0,0
5201,-1,0,-31,0,0,0
5211,-1,0,-31,0,0,0
5220,-1,0,-31,0,0,0
5229,-1,0,-31,0,0,0
5238,0,1,-31,0,0,0
5249,-1,0,-31,0,0,0
5257,-1,0,-31,0,0,0
5267,-1,0,-31,0,0,0
5276,-1,0,-31,0,0,0
5288,0,0,-31,0,0,0
5297,0,0,-31,0,0,0
5308,-1,0,-31,0,0,0
5316,-1,0,-31,0,0,0
5326,-1,0,-31,0,0,0
5335,-1,0,-31,0,0,0
5345,-1,0,-31,0,0,0
5353,0,0,-31,0,0,0
5363,-1,0,-31,0,0,0
5372,0,0,-31,0,0,0
5382,-1,0,-31,0,0,0
5391,-1,0,-31,0,0,0
5400,0,0,-31,0,0,0
5409,-1,0,-31,0,0,0
5420,-1,0,-31,0,0,0
5428,-1,0,-31,0,0,0
5438,-1,0,-31,0,0,0
5454,-1,0,-31,0,0,0
5465,-1,0,-31,0,0,0
5475,-1,0,-31,0,0,0
5484,0,0,-31,0,0,0
5493,0,0,-31,0,0,0
5502,-1,0,-31,0,0,0
5512,-1,0,-31,0,0,0
5522,0,0,-31,0,0,0
5531,0,0,-31,0,0,0
5542,-1,0,-31,0,0,0
5552,-1,0,-31,0,0,0
5563,-1,0,-31,0,0,0
5571,0,0,-31,0,0,0
5581,-1,0,-31,0,0,0
5590,-1,1,-31,0,0,0
5600,-1,0,-31,0,0,0
5608,-1,1,-31,0,0,0
5618,-1,0,-31,0,0,0
5627,-1,1,-31,0,0,0
5638,0,0,-31,0,0,0
5646,-1,0,-31,0,0,0
5656,0,0,-31,0,0,0
5664,-1,0,-31,0,0,0
5675,-1,0,-31,0,0,0
5683,0,0,-31,0,0,0
5693,-1,0,-31,0,0,0
5702,-1,0,-31,0,0,0
5712,-1,0,-31,0,0,0
5721,-1,0,-31,0,0,0
5731,-1,0,-31,0,0,0
5739,-1,0,-31,0,0,0
5749,-1,0,-31,0,0,0
5757,-1,0,-31,0,0,0
5766,0,0,-31,0,0,0
5774,-1,0,-31,0,0,0
5784,-1,0,-31,0,0,0
5792,-1,0,-31,0,0,0
5803,-1,0,-31,0,0,0
5812,-1,0,-31,0,0,0
5822,-1,0,-31,0,0,0
5830,-1,0,-31,0,0,0
5840,-1,0,-31,0,0,0
5849,-1,0,-31,0,0,0
5859,0,0,-31,0,0,0
5867,-1,0,-31,0,0,0
5877,-1,0,-31,0,0,0
5886,-1,0,-31,0,0,0
5897,-1,0,-31,0,0,0
5905,-1,0,-31,0,0,0
5915,-1,0,-31,0,0,0
5923,-1,0,-31,0,0,0
5934,0,0,-31,0,0,0
5942,-1,1,-31,0,0,0
5952,-1,1,-31,0,0,0
5960,-1,0,-31,0,0,0
5970,0,0,-31,0,0,0
5979,-1,0,-31,0,0,0
5990,0,0,-31,0,0,0
6000,-1,0,-31,0,0,0
6011,0,0,-31,0,0,0
6027,-1,0,-31,0,0,0
6037,-1,0,-31,0,0,0
6046,-1,0,-31,0,0,0
6056,-1,0,-31,0,0,0
6066,0,0,-31,0,0,0
6076,0,0,-31,0,0,0
6084,-1,0,-31,0,0,0
6094,-1,0,-31,0,0,0
6103,-1,0,-31,0,0,0
6113,-1,0,-31,0,0,0
6121,-1,0,-31,0,0,0
6131,-1,0,-31,0,0,0
6140,-1,0,-31,0,0,0
6151,-1,0,-31,0,0,0
6159,-1,0,-31,0,0,0
6169,0,0,-31,0,0,0
6177,0,0,-31,0,0,0
6188,0,0,-31,0,0,0
6196,-1,0,-31,0,0,0
6207,-1,0,-31,0,0,0
6215,-1,0,-31,0,0,0
6225,-1,0,-31,0,0,0
6237,-1,1,-31,0,0,0
6246,-1,0,-31,0,0,0
6256,0,0,-31,0,0,0
6266,0,0,-31,0,0,0
6276,-1,0,-31,0,0,0
6285,0,0,-31,0,0,0
6294,-1,0,-31,0,0,0
6303,-1,0,-31,0,0,0
6312,-1,0,-31,0,0,0
6322,-1,0,-31,0,0,0
6332,-1,0,-31,0,0,0
6340,0,0,-31,0,0,0
6350,-1,0,-31,0,0,0
6360,-1,0,-31,0,0,0
6369,-1,0,-31,0,0,0
6378,-1,0,-31,0,0,0
6388,-1,0,-31,0,0,0
6396,-1,0,-31,0,0,0
6407,-1,0,-31,0,0,0
6415,-1,0,-31,0,0,0
6425,-1,0,-31,0,0,0
6434,-1,0,-31,0,0,0
6444,-1,0,-31,0,0,0
6453,-1,0,-31,0,0,0
6465,-1,0,-31,0,0,0
6473,-1,0,-31,0,0,0
6484,-1,0,-31,0,0,0
6494,-1,0,-31,0,0,0
6503,-1,0,-31,0,0,0
6512,0,0,-31,0,0,0
6521,-1,0,-31,0,0,0
6531,-1,0,-31,0,0,0
6541,-1,0,-31,0,0,0
6549,-1,0,-31,0,0,0
6559,-1,0,-31,0,0,0
6567,-1,0,-31,0,0,0
6578,-1,1,-31,0,0,0
6595,-1,0,-31,0,0,0
6605,-1,0,-31,0,0,0
6615,-1,0,-31,0,0,0
6626,0,0,-31,0,0,0
6634,-1,0,-31,0,0,0
6644,-1,0,-31,0,0,0
6652,-1,0,-31,0,0,0
6663,0,0,-31,0,0,0
6671,-1,0,-31,0,0,0
6681,0,0,-31,0,0,0
6689,-1,0,-31,0,0,0
6700,-1,0,-31,0,0,0
6712,-1,0,-31,0,0,0
6721,-1,0,-31,0,0,0
6731,-1,0,-31,0,0,0
6740,-1,0,-31,0,0,0
6751,-1,0,-31,0,0,0
6760,-1,0,-31,0,0,0
6769,-1,0,-31,0,0,0
6778,-1,0,-31,0,0,0
6788,-1,1,-31,0,0,0
6797,-1,1,-31,0,0,0
6807,-1,0,-31,0,0,0
6815,0,0,-31,0,0,0
6825,0,0,-31,0,0,0
6834,-1,0,-31,0,0,0
6844,-1,0,-31,0,0,0
6853,-1,0,-31,0,0,0
6862,0,0,-31,0,0,0
6872,0,0,-31,0,0,0
6882,-1,0,-31,0,0,0
6890,-1,0,-31,0,0,0
6900,0,0,-31,0,0,0
6908,-1,0,-31,0,0,0
6919,-1,0,-31,0,0,0
6928,-1,0,-31,0,0,0
6937,-1,0,-31,0,0,0
6947,0,0,-31,0,0,0
6959,-1,0,-31,0,0,0
6967,-1,1,-31,0,0,0
6978,-1,0,-31,0,0,0
6986,-1,0,-31,0,0,0
6996,-1,0,-31,0,0,0
7005,-1,0,-31,0,0,0
7016,-1,0,-31,0,0,0
7024,0,0,-31,0,0,0
7034,-1,0,-31,0,0,0
7043,-1,0,-31,0,0,0
7053,-1,0,-31,0,0,0
7061,-1,0,-31,0,0,0
7071,-1,0,-31,0,0,0
7079,-1,0,-31,0,0,0
7090,-1,0,-31,0,0,0
7099,-1,0,-31,0,0,0
7109,0,0,-31,0,0,0
7117,-1,0,-31,0,0,0
7128,-1,0,-31,0,0,0
7136,0,0,-31,0,0,0
7146,0,0,-31,0,0,0
7163,0,0,-31,0,0,0
7174,-1,0,-31,0,0,0
7186,-1,0,-31,0,0,0
7195,-1,0,-31,0,0,0
7205,-1,0,-31,0,0,0
7216,-1,0,-31,0,0,0
7225,-1,0,-31,0,0,0
7234,-1,0,-31,0,0,0
7243,-1,0,-31,0,0,0
7252,-1,0,-31,0,0,0
7263,-1,0,-31,0,0,0
7271,-1,0,-31,0,0,0
7281,-1,1,-31,0,0,0
7290,-1,0,-31,0,0,0
7300,-1,0,-31,0,0,0
7309,-1,0,-31,0,0,0
7319,-1,0,-31,0,0,0
7327,-1,0,-31,0,0,0
7337,-1,0,-31,0,0,0
7347,-1,0,-31,0,0,0
7356,-1,0,-31,0,0,0
7365,-1,0,-31,0,0,0
7374,-1,0,-31,0,0,0
7384,-1,0,-31,0,0,0
7394,-1,0,-31,0,0,0
7402,-1,0,-31,0,0,0
7412,-1,0,-31,0,0,0
7422,0,0,-31,0,0,0
7434,-1,0,-31,0,0,0
7442,-1,0,-31,0,0,0
7453,-1,0,-31,0,0,0
7461,-1,0,-31,0,0,0
7472,-1,0,-31,0,0,0
7481,-1,0,-31,0,0,0
7491,-1,0,-31,0,0,0
7499,-1,0,-31,0,0,0
7510,-1,0,-31,0,0,0
7518,-1,0,-31,0,0,0
7528,-1,0,-31,0,0,0
7536,-1,0,-31,0,0,0
7546,-1,0,-31,0,0,0
7556,-1,0,-31,0,0,0
7565,-1,0,-31,0,0,0
7574,-1,0,-31,0,0,0
7584,0,0,-31,0,0,0
7592,-1,0,-31,0,0,0
7603,-1,0,-31,0,0,0
7611,-1,0,-31,0,0,0
7621,0,0,-31,0,0,0
7629,-1,0,-31,0,0,0
7640,0,0,-31,0,0,0
7652,0,0,-31,0,0,0
7661,0,0,-31,0,0,0
7671,-1,0,-31,0,0,0
7681,-1,0,-31,0,0,0
7691,0,1,-31,0,0,0
7699,-1,0,-31,0,0,0
7709,-1,0,-31,0,0,0
7718,-1,0,-31,0,0,0
7737,-1,0,-31,0,0,0
7746,-1,0,-31,0,0,0
7757,-1,0,-31,0,0,0
7767,-1,1,-31,0,0,0
7776,0,0,-31,0,0,0
7785,0,0,-31,0,0,0
7795,-1,0,-31,0,0,0
7804,-1,0,-31,0,0,0
7814,0,0,-31,0,0,0
7823,-1,0,-31,0,0,0
7832,-1,1,-31,0,0,0
7841,-1,0,-31,0,0,0
7851,-1,0,-31,0,0,0
7860,-1,1,-31,0,0,0
7870,-1,0,-31,0,0,0
7879,-1,0,-31,0,0,0
7888,-1,0,-31,0,0,0
7899,-1,0,-31,0,0,0
7910,-1,0,-31,0,0,0
7918,-1,0,-31,0,0,0
7929,-1,0,-31,0,0,0
7938,-1,0,-31,0,0,0
7948,0,0,-31,0,0,0
7957,-1,0,-31,0,0,0
7967,-1,0,-31,0,0,0
7975,-1,0,-31,0,0,0
7986,-1,0,-31,0,0,0
7994,-1,0,-31,0,0,0
8004,-1,0,-31,0,0,0
8013,-1,0,-31,0,0,0
8024,-1,0,-31,0,0,0
8032,0,0,-31,0,0,0
8042,-1,0,-31,0,0,0
8050,-1,0,-31,0,0,0
8060,-1,0,-31,0,0,0
8069,-1,0,-31,0,0,0
8079,-1,0,-31,0,0,0
8088,-1,0,-31,0,0,0
8098,-1,0,-31,0,0,0
8107,-1,0,-31,0,0,0
8117,-1,0,-31,0,0,0
8128,-1,0,-31,0,0,0
8137,-1,0,-31,0,0,0
8147,-1,0,-31,0,0,0
8158,-1,0,-31,0,0,0
8167,-1,0,-31,0,0,0
8176,-1,0,-31,0,0,0
8186,-1,0,-31,0,0,0
8195,-1,0,-31,0,0,0
8205,-1,0,-31,0,0,0
8213,-1,0,-31,0,0,0
8223,-1,0,-31,0,0,0
8232,0,0,-31,0,0,0
8242,0,0,-31,0,0,0
8251,-1,0,-31,0,0,0
8260,-1,0,-31,0,0,0
8269,-1,0,-31,0,0,0
8279,-1,0,-31,0,0,0
8289,-1,0,-31,0,0,0
8307,-1,0,-31,0,0,0
8316,0,0,-31,0,0,0
8327,-1,0,-31,0,0,0
8337,-1,0,-31,0,0,0
8346,-1,0,-31,0,0,0
8355,-1,0,-31,0,0,0
8365,-1,0,-31,0,0,0
8375,0,0,-31,0,0,0
8386,-1,0,-31,0,0,0
8394,-1,0,-31,0,0,0
8406,-1,0,-31,0,0,0
8415,-1,0,-31,0,0,0
8424,-1,0,-31,0,0,0
8433,-1,1,-31,0,0,0
8443,-1,0,-31,0,0,0
8452,-1,0,-31,0,0,0
8462,0,0,-31,0,0,0
8470,-1,0,-31,0,0,0
8480,-1,0,-31,0,0,0
8489,-1,0,-31,0,0,0
8500,0,0,-31,0,0,0
8508,-1,0,-31,0,0,0
8518,0,0,-31,0,0,0
8526,-1,0,-31,0,0,0
8537,-1,0,-31,0,0,0
8545,-1,0,-31,0,0,0
8555,-1,0,-31,0,0,0
8564,0,0,-31,0,0,0
8574,-1,0,-31,0,0,0
8583,0,0,-31,0,0,0
8593,-1,0,-31,0,0,0
8601,-1,0,-31,0,0,0
8614,-1,0,-31,0,0,0
8625,0,0,-31,0,0,0
8633,0,0,-31,0,0,0
8644,-1,0,-31,0,0,0
8652,-1,0,-31,0,0,0
8663,-1,0,-31,0,0,0
8671,-1,0,-31,0,0,0
8681,-1,0,-31,0,0,0
8690,0,0,-31,0,0,0
8700,-1,0,-31,0,0,0
8709,-1,0,-31,0,0,0
8719,-1,0,-31,0,0,0
8727,-1,0,-31,0,0,0
8737,0,0,-31,0,0,0
8745,-1,0,-31,0,0,0
8756,-1,0,-31,0,0,0
8764,-1,0,-31,0,0,0
8774,-1,0,-31,0,0,0
8782,-1,0,-31,0,0,0
8793,0,0,-31,0,0,0
8802,-1,0,-31,0,0,0
8811,-1,0,-31,0,0,0
8820,-1,0,-31,0,0,0
8830,-1,0,-31,0,0,0
8842,0,0,-31,0,0,0
8853,-1,0,-31,0,0,0
8872,-1,0,-31,0,0,0
8881,-1,0,-31,0,0,0
8893,-1,0,-31,0,0,0
8901,-1,0,-31,0,0,0
8911,-1,0,-31,0,0,0
8920,-1,0,-31,0,0,0
8930,-1,0,-31,0,0,0
8939,-1,0,-31,0,0,0
8949,-1,0,-31,0,0,0
8957,-1,0,-31,0,0,0
8968,-1,0,-31,0,0,0
8976,-1,0,-31,0,0,0
8986,-1,0,-31,0,0,0
8995,-1,0,-31,0,0,0
9006,-1,0,-31,0,0,0
9014,0,0,-31,0,0,0
9024,-1,0,-31,0,0,0
