milis,x,y,z,ffall,switch,state
2813,-1,0,-31,0,0,0
2824,-1,0,-31,0,0,0
2832,-1,0,-31,0,0,0
2842,-1,0,-31,0,0,0
2851,-1,0,-31,0,0,0
2862,-1,0,-31,0,0,0
2870,0,0,-31,0,0,0
2880,-1,0,-31,0,0,0
2888,-1,0,-31,0,0,0
2898,-1,0,-31,0,0,0
2907,-1,1,-31,0,0,0
2918,-1,0,-31,0,0,0
2926,-1,0,-31,0,0,0
2936,-1,1,-31,0,0,0
2948,-2,0,-31,0,0,0
2957,-3,0,-31,0,0,0
2968,-1,-1,-31,0,0,0
2977,0,-1,-31,0,0,0
2988,0,-2,-31,0,0,0
2996,-1,-2,-31,0,0,0
3006,0,0,-31,0,0,0
3015,0,2,-31,0,0,0
3024,0,2,-31,0,0,0
3034,0,0,-31,0,0,0
3043,0,-1,-31,0,0,0
3052,-1,0,-31,0,0,0
3062,-1,0,-31,0,0,0
3070,-1,0,-31,0,0,0
3081,-1,1,-31,0,0,0
3090,-1,3,-31,0,0,0
3099,-1,8,-31,0,0,0
3108,-1,3,-31,0,0,0
3118,0,3,-31,0,0,0
3127,0,1,-31,0,0,0
3137,-1,0,-31,0,0,0
3145,-1,0,-31,0,0,0
3155,-1,-1,-31,0,0,0
3165,-1,-2,-31,0,0,0
3174,-2,-1,-31,0,0,0
3184,-1,0,-31,0,0,0
3195,-1,0,-31,0,0,0
3204,-1,0,-31,0,0,0
3215,-1,0,-31,0,0,0
3223,-1,0,-31,0,0,0
3233,0,0,-31,0,0,0
3243,-1,1,-31,0,0,0
3252,-2,1,-31,0,0,0
3261,-1,1,-31,0,0,0
3271,-2,1,-31,0,0,0
3279,-3,2,-31,0,0,0
3290,-3,-1,-31,0,0,0
3314,0,2,-31,0,0,0
3325,-1,1,-31,0,0,0
3335,0,1,-31,0,0,0
3346,0,0,-31,0,0,0
3354,0,2,-31,0,0,0
3364,0,1,-31,0,0,0
3373,-1,-1,-31,0,0,0
3383,-1,-2,-31,0,0,0
3391,-1,0,-31,0,0,0
3401,0,0,-31,0,0,0
3410,-1,0,-31,0,0,0
3421,-1,2,-31,0,0,0
3432,-1,1,-31,0,0,0
3441,-1,0,-31,0,0,0
3452,-1,0,-31,0,0,0
3462,-1,1,-31,0,0,0
3472,-1,1,-31,0,0,0
3480,-1,0,-31,0,0,0
3490,-1,0,-31,0,0,0
3500,0,0,-31,0,0,0
3509,-1,0,-31,0,0,0
3518,0,2,-31,0,0,0
3527,0,3,-31,0,0,0
3536,0,3,-31,0,0,0
3547,0,2,-31,0,0,0
3555,-1,1,-31,0,0,0
3565,-1,1,-31,0,0,0
3574,-2,-1,-31,0,0,0
3584,-1,-1,-31,0,0,0
3593,-1,-2,-31,0,0,0
3603,-1,0,-31,0,0,0
3611,-1,1,-31,0,0,0
3621,-1,0,-31,0,0,0
3631,-1,0,-31,0,0,0
3640,-1,0,-30,0,0,0
3649,-1,0,-31,0,0,0
3658,-1,0,-31,0,0,0
3668,-1,0,-31,0,0,0
3680,-1,0,-31,0,0,0
3688,-1,0,-31,0,0,0
3699,-1,1,-31,0,0,0
3708,-1,0,-31,0,0,0
3719,0,0,-31,0,0,0
3727,-1,0,-31,0,0,0
3737,-1,0,-31,0,0,0
3745,-1,0,-31,0,0,0
3756,0,-1,-31,0,0,0
3764,-1,-1,-31,0,0,0
3774,-2,-1,-32,0,0,0
3783,-1,2,-31,0,0,0
3793,1,4,-31,0,0,0
3802,-1,0,-31,0,0,0
3812,-1,0,-31,0,0,0
3820,-1,0,-31,0,0,0
3830,0,0,-31,0,0,0
3855,-2,1,-31,0,0,0
3867,-1,1,-31,0,0,0
3875,-1,0,-31,0,0,0
3887,-1,0,-31,0,0,0
3895,-1,0,-31,0,0,0
3905,-1,1,-31,0,0,0
3916,-1,0,-31,0,0,0
3927,-1,0,-31,0,0,0
3937,-1,0,-31,0,0,0
3946,-1,0,-31,0,0,0
3956,-1,0,-31,0,0,0
3965,-1,0,-31,0,0,0
3975,0,1,-31,0,0,0
3984,0,0,-31,0,0,0
3993,-1,0,-31,0,0,0
4002,0,-1,-31,0,0,0
4013,-2,-1,-31,0,0,0
4021,-2,-3,-31,0,0,0
4031,-2,-1,-31,0,0,0
4040,0,1,-31,0,0,0
4049,3,2,-31,0,0,0
4059,0,3,-31,0,0,0
4069,-1,2,-31,0,0,0
4077,-1,1,-31,0,0,0
4087,-1,0,-31,0,0,0
4097,-1,1,-31,0,0,0
4106,-1,1,-31,0,0,0
4115,-1,0,-31,0,0,0
4124,-2,2,-31,0,0,0
4133,-1,2,-30,0,0,0
4144,-1,0,-31,0,0,0
4153,0,-3,-31,0,0,0
4165,0,0,-31,0,0,0
4173,-1,0,-31,0,0,0
4185,1,-4,-32,0,0,0
4193,0,-1,-31,0,0,0
4203,0,-1,-31,0,0,0
4211,-2,1,-32,0,0,0
4221,-1,2,-30,0,0,0
4230,-1,2,-30,0,0,0
4240,-1,4,-25,0,0,0
4249,-6,3,-31,0,0,0
4259,1,1,-32,0,0,0
4268,0,1,-31,0,0,0
4278,-1,0,-31,0,0,0
4286,-1,0,-31,0,0,0
4296,-1,0,-31,0,0,0
4304,0,0,-31,0,0,0
4315,-1,0,-31,0,0,0
4324,0,0,-31,0,0,0
4333,2,2,-26,0,0,0
4342,-1,1,-31,0,0,0
4353,-1,0,-32,0,0,0
4361,-1,0,-31,0,0,0
4371,-1,0,-31,0,0,0
4399,-1,0,-32,0,0,0
4409,-1,0,-31,0,0,0
4419,-1,0,-31,0,0,0
4428,-1,0,-31,0,0,0
4439,-1,0,-31,0,0,0
4448,-1,0,-32,0,0,0
4457,-1,0,-31,0,0,0
4466,-1,0,-31,0,0,0
4476,-1,0,-31,0,0,0
4485,0,1,-31,0,0,0
4495,-1,0,-32,0,0,0
4504,-1,0,-32,0,0,0
4513,-2,0,-31,0,0,0
4523,-1,0,-31,0,0,0
4533,-1,0,-31,0,0,0
4541,-1,0,-31,0,0,0
4551,-1,0,-31,0,0,0
4560,-1,0,-31,0,0,0
4570,-1,0,-31,0,0,0
4579,-1,0,-31,0,0,0
4588,-1,0,-31,0,0,0
4597,-1,0,-31,0,0,0
4608,-1,0,-31,0,0,0
4617,-1,0,-31,0,0,0
4626,-1,0,-31,0,0,0
4636,-1,0,-31,0,0,0
4647,-1,0,-31,0,0,0
4656,-1,0,-31,0,0,0
4667,-1,0,-31,0,0,0
4675,-1,0,-31,0,0,0
4685,-1,0,-31,0,0,0
4695,-1,0,-31,0,0,0
4705,-1,0,-31,0,0,0
4713,-1,0,-31,0,0,0
4723,-1,0,-31,0,0,0
4731,-1,0,-31,0,0,0
4742,-1,0,-31,0,0,0
4750,-1,0,-31,0,0,0
4760,-1,0,-31,0,0,0
4769,-1,0,-31,0,0,0
4780,-1,0,-31,0,0,0
4788,-1,0,-31,0,0,0
4798,-1,0,-31,0,0,0
4806,-1,0,-31,0,0,0
4816,-1,1,-31,0,0,0
4825,-1,0,-31,0,0,0
4835,-1,0,-31,0,0,0
4844,-1,0,-31,0,0,0
4854,-1,0,-31,0,0,0
4866,-1,0,-31,0,0,0
4875,-1,0,-31,0,0,0
4885,-1,0,-31,0,0,0
4894,-1,0,-31,0,0,0
4904,-1,0,-31,0,0,0
4915,-1,0,-31,0,0,0
4941,-1,0,-31,0,0,0
4950,-1,0,-31,0,0,0
4962,-1,0,-31,0,0,0
4970,-1,0,-31,0,0,0
4980,-1,0,-31,0,0,0
4988,-1,0,-31,0,0,0
4999,0,0,-31,0,0,0
5007,-1,0,-31,0,0,0
5018,-1,0,-31,0,0,0
5026,-1,0,-31,0,0,0
5037,-1,0,-31,0,0,0
5045,-1,0,-31,0,0,0
5055,-1,0,-31,0,0,0
5063,-1,1,-31,0,0,0
5073,-1,0,-31,0,0,0
5083,-1,0,-31,0,0,0
5093,-1,0,-31,0,0,0
5101,-1,0,-31,0,0,0
5113,-1,0,-31,0,0,0
5124,-1,0,-31,0,0,0
5133,-1,0,-31,0,0,0
5143,-1,0,-31,0,0,0
5151,-1,0,-31,0,0,0
5161,-1,1,-31,0,0,0
5171,-1,0,-31,0,0,0
5180,-1,0,-31,0,0,0
5189,-1,0,-31,0,0,0
5199,-1,0,-31,0,0,0
5208,-1,0,-31,0,0,0
5218,-1,0,-31,0,0,0
5227,-1,0,-31,0,0,0
5236,-1,0,-31,0,0,0
5245,-1,0,-31,0,0,0
5255,-1,0,-31,0,0,0
5264,-1,0,-31,0,0,0
5274,0,0,-31,0,0,0
5282,-1,0,-31,0,0,0
5293,-1,0,-31,0,0,0
5302,-1,0,-31,0,0,0
5311,-1,0,-31,0,0,0
5320,-1,0,-31,0,0,0
5330,-1,0,-31,0,0,0
5339,-1,0,-31,0,0,0
5351,-1,0,-31,0,0,0
5359,-1,0,-31,0,0,0
5370,-1,0,-31,0,0,0
5380,-1,0,-31,0,0,0
5390,-1,0,-31,0,0,0
5398,-1,0,-31,0,0,0
5408,-1,0,-31,0,0,0
5416,-1,0,-31,0,0,0
5427,-1,0,-31,0,0,0
5435,-1,0,-31,0,0,0
5445,-1,0,-31,0,0,0
5472,-1,0,-31,0,0,0
5481,-1,0,-31,0,0,0
5492,-1,0,-31,0,0,0
5501,-1,0,-31,0,0,0
5511,-1,0,-31,0,0,0
5520,-1,0,-31,0,0,0
5530,-1,0,-31,0,0,0
5538,-1,0,-31,0,0,0
5549,-1,1,-31,0,0,0
5558,-1,1,-31,0,0,0
5567,-1,1,-31,0,0,0
5576,0,1,-31,0,0,0
5586,-1,2,-31,0,0,0
5597,-1,2,-31,0,0,0
5608,-1,1,-31,0,0,0
5616,-1,1,-31,0,0,0
5627,-1,0,-31,0,0,0
5636,-1,0,-31,0,0,0
5646,-1,0,-31,0,0,0
5655,-1,0,-31,0,0,0
5665,-1,1,-31,0,0,0
5673,-1,0,-31,0,0,0
5684,0,-1,-31,0,0,0
5692,-1,-1,-31,0,0,0
5702,-1,-1,-31,0,0,0
5711,-1,0,-31,0,0,0
5722,-1,0,-31,0,0,0
5730,-1,0,-31,0,0,0
5740,-1,0,-31,0,0,0
5748,-1,0,-31,0,0,0
5758,-1,0,-31,0,0,0
5768,-1,0,-31,0,0,0
5778,-1,0,-31,0,0,0
5786,0,0,-31,0,0,0
5796,0,0,-31,0,0,0
5805,-1,0,-31,0,0,0
5815,-1,0,-31,0,0,0
5824,-1,0,-31,0,0,0
5834,-1,0,-31,0,0,0
5844,-1,0,-31,0,0,0
5855,-1,0,-31,0,0,0
5864,-1,0,-31,0,0,0
5873,0,1,-31,0,0,0
5882,0,2,-31,0,0,0
5892,-1,2,-31,0,0,0
5902,-4,1,-31,0,0,0
5910,-4,1,-31,0,0,0
5920,-2,0,-31,0,0,0
5929,-1,-1,-31,0,0,0
5939,0,-1,-31,0,0,0
5948,0,-1,-31,0,0,0
5957,0,0,-31,0,0,0
5966,0,0,-31,0,0,0
5977,0,0,-31,0,0,0
5987,-1,0,-31,0,0,0
6013,-1,0,-31,0,0,0
6023,-1,1,-31,0,0,0
6034,-1,0,-31,0,0,0
6043,-1,0,-31,0,0,0
6053,-1,0,-31,0,0,0
6062,-1,0,-31,0,0,0
6072,-1,0,-31,0,0,0
6084,-1,0,-31,0,0,0
6093,-1,0,-31,0,0,0
6105,-1,0,-31,0,0,0
6114,-1,0,-31,0,0,0
6124,-1,0,-31,0,0,0
6133,-1,0,-31,0,0,0
6142,-1,0,-31,0,0,0
6152,-1,0,-31,0,0,0
6162,-1,0,-31,0,0,0
6171,-1,0,-31,0,0,0
6180,-1,0,-31,0,0,0
6190,-1,0,-31,0,0,0
6200,-1,0,-31,0,0,0
6209,-1,0,-31,0,0,0
6218,-1,0,-31,0,0,0
6227,-1,0,-31,0,0,0
6238,-1,0,-31,0,0,0
6247,-1,0,-31,0,0,0
6256,-1,0,-31,0,0,0
6265,-1,1,-31,0,0,0
6276,-1,0,-31,0,0,0
6285,-1,0,-31,0,0,0
6294,-1,0,-31,0,0,0
6303,-1,0,-31,0,0,0
6313,-1,0,-31,0,0,0
6323,-1,0,-31,0,0,0
6335,-1,0,-31,0,0,0
6343,-1,0,-31,0,0,0
6354,-1,0,-31,0,0,0
6363,-1,0,-31,0,0,0
6374,-1,0,-31,0,0,0
6382,-1,0,-31,0,0,0
6392,-1,0,-31,0,0,0
6401,-1,0,-31,0,0,0
6411,-1,0,-31,0,0,0
6420,-1,0,-31,0,0,0
6430,-1,0,-31,0,0,0
6438,-1,0,-31,0,0,0
6449,-1,0,-31,0,0,0
6457,-1,0,-31,0,0,0
6468,-1,0,-31,0,0,0
6476,-1,0,-31,0,0,0
6487,-1,0,-31,0,0,0
6495,-1,0,-31,0,0,0
6505,-1,0,-31,0,0,0
6513,-1,0,-31,0,0,0
6524,-1,0,-31,0,0,0
6551,-1,0,-31,0,0,0
6561,-1,0,-31,0,0,0
6575,-1,0,-31,0,0,0
6583,-1,0,-31,0,0,0
6594,-1,0,-31,0,0,0
6603,-1,0,-31,0,0,0
6614,-1,0,-31,0,0,0
6622,-1,0,-31,0,0,0
6632,-1,0,-31,0,0,0
6641,-1,0,-31,0,0,0
6651,-1,0,-31,0,0,0
6660,-1,0,-31,0,0,0
6670,-1,0,-31,0,0,0
6679,-1,0,-31,0,0,0
6689,-1,0,-31,0,0,0
6697,-1,0,-31,0,0,0
6708,-1,0,-31,0,0,0
6716,-1,0,-31,0,0,0
6727,-1,0,-31,0,0,0
6735,-1,0,-31,0,0,0
6746,-1,0,-31,0,0,0
6754,-1,0,-31,0,0,0
6764,-1,0,-31,0,0,0
6773,-1,0,-31,0,0,0
6784,-1,0,-31,0,0,0
6792,-1,0,-31,0,0,0
6804,-1,0,-31,0,0,0
6814,-1,0,-31,0,0,0
6824,-1,0,-31,0,0,0
6834,-1,0,-31,0,0,0
6843,-1,0,-31,0,0,0
6853,-1,0,-31,0,0,0
6862,-1,0,-31,0,0,0
6872,-1,0,-31,0,0,0
6881,-1,0,-31,0,0,0
6890,-1,0,-31,0,0,0
6899,-1,0,-31,0,0,0
6909,-1,0,-31,0,0,0
6919,-1,1,-31,0,0,0
6928,-1,0,-31,0,0,0
6937,-1,0,-31,0,0,0
6947,-1,0,-31,0,0,0
6957,-1,0,-31,0,0,0
6966,-1,0,-31,0,0,0
6975,-1,0,-31,0,0,0
6985,-1,0,-31,0,0,0
6994,-1,0,-31,0,0,0
7004,-1,0,-31,0,0,0
7013,-1,0,-31,0,0,0
7023,-1,0,-31,0,0,0
7031,-1,0,-31,0,0,0
7044,-1,0,-31,0,0,0
7052,-1,0,-31,0,0,0
7064,-1,0,-31,0,0,0
7092,-1,0,-31,0,0,0
7101,-1,0,-31,0,0,0
7112,-1,0,-31,0,0,0
7121,-1,0,-31,0,0,0
7132,-1,0,-31,0,0,0
7140,-1,0,-31,0,0,0
7150,-1,0,-31,0,0,0
7158,-1,0,-31,0,0,0
7170,-1,0,-31,0,0,0
7178,-1,0,-31,0,0,0
7188,-1,0,-31,0,0,0
7196,-1,0,-31,0,0,0
7207,0,0,-31,0,0,0
7216,-1,1,-31,0,0,0
7226,-1,0,-31,0,0,0
7234,-1,0,-31,0,0,0
7245,-1,0,-31,0,0,0
7254,-1,0,-31,0,0,0
7264,-1,0,-31,0,0,0
7272,-1,0,-31,0,0,0
7282,-1,0,-31,0,0,0
7294,-1,0,-31,0,0,0
7304,-1,0,-31,0,0,0
7314,-1,0,-31,0,0,0
7324,-1,0,-31,0,0,0
7333,-1,0,-31,0,0,0
7343,0,0,-31,0,0,0
7353,-1,0,-31,0,0,0
7362,-1,0,-31,0,0,0
7371,-1,0,-31,0,0,0
7380,-1,0,-31,0,0,0
7391,-1,0,-31,0,0,0
7400,-1,0,-31,0,0,0
7409,-1,0,-31,0,0,0
7418,-1,0,-31,0,0,0
7428,-1,0,-31,0,0,0
7437,-1,0,-31,0,0,0
7447,-1,0,-31,0,0,0
7456,-1,0,-31,0,0,0
7465,-1,0,-31,0,0,0
7475,-1,0,-31,0,0,0
7485,-1,0,-31,0,0,0
7493,-1,0,-31,0,0,0
7503,-1,0,-31,0,0,0
7513,-1,0,-31,0,0,0
7522,-1,0,-31,0,0,0
7532,-1,0,-31,0,0,0
7543,-1,0,-31,0,0,0
7553,-1,0,-31,0,0,0
7563,-1,0,-31,0,0,0
7572,-1,0,-31,0,0,0
7582,-1,0,-31,0,0,0
7590,-1,0,-31,0,0,0
7601,-1,0,-31,0,0,0
7629,-1,0,-31,0,0,0
7638,-1,1,-31,0,0,0
7650,-1,0,-31,0,0,0
7658,-1,0,-31,0,0,0
7668,-1,0,-31,0,0,0
7676,-1,0,-31,0,0,0
7687,-1,0,-31,0,0,0
7696,-1,0,-31,0,0,0
7706,0,0,-31,0,0,0
7714,-1,0,-31,0,0,0
7725,-1,0,-31,0,0,0
7733,-1,0,-31,0,0,0
7744,-1,0,-31,0,0,0
7752,-1,0,-31,0,0,0
7762,-1,0,-31,0,0,0
7771,-1,0,-31,0,0,0
7783,-1,0,-31,0,0,0
7793,-1,0,-31,0,0,0
7802,-1,0,-31,0,0,0
7813,-1,0,-31,0,0,0
7822,-1,0,-31,0,0,0
7831,-1,0,-31,0,0,0
7840,-1,0,-31,0,0,0
7851,-1,0,-31,0,0,0
7860,-1,0,-31,0,0,0
7869,-1,0,-31,0,0,0
7878,-1,0,-31,0,0,0
7888,-1,0,-31,0,0,0
7898,-1,0,-31,0,0,0
7907,-1,0,-31,0,0,0
7916,-1,0,-31,0,0,0
7926,-1,0,-31,0,0,0
7936,-1,0,-31,0,0,0
7945,-1,0,-31,0,0,0
7954,-1,0,-31,0,0,0
7964,-1,0,-31,0,0,0
7972,-1,0,-31,0,0,0
7983,-1,0,-31,0,0,0
7992,-1,0,-31,0,0,0
8001,-1,0,-31,0,0,0
8012,-1,0,-31,0,0,0
8024,-1,0,-31,0,0,0
8033,-1,0,-31,0,0,0
8043,-1,0,-31,0,0,0
8052,-1,0,-31,0,0,0
8062,-1,0,-31,0,0,0
8071,-1,0,-31,0,0,0
8081,-1,0,-31,0,0,0
8090,-1,0,-31,0,0,0
8100,-1,0,-31,0,0,0
8109,-1,0,-31,0,0,0
8119,-1,0,-31,0,0,0
8127,-1,0,-31,0,0,0
8137,-1,0,-31,0,0,0
8166,-1,0,-31,0,0,0
8174,-1,0,-31,0,0,0
8186,-1,0,-31,0,0,0
8195,-1,0,-31,0,0,0
8206,-1,0,-31,0,0,0
8214,0,0,-31,0,0,0
8224,-1,0,-31,0,0,0
8232,-1,0,-31,0,0,0
8243,-1,0,-31,0,0,0
8252,-1,0,-31,0,0,0
8262,-1,0,-31,0,0,0
8273,-1,0,-31,0,0,0
8284,-1,0,-31,0,0,0
8294,-1,0,-31,0,0,0
8303,0,0,-31,0,0,0
8313,-1,0,-31,0,0,0
8323,-1,0,-31,0,0,0
8332,-1,0,-31,0,0,0
8341,-1,0,-31,0,0,0
8351,-1,0,-31,0,0,0
8360,-1,0,-31,0,0,0
8370,-1,0,-31,0,0,0
8379,-1,0,-31,0,0,0
8389,-1,0,-31,0,0,0
8398,-1,0,-31,0,0,0
8408,-1,0,-31,0,0,0
8417,-1,0,-31,0,0,0
8427,-1,0,-31,0,0,0
8436,-1,0,-31,0,0,0
8445,-1,0,-31,0,0,0
8455,-1,0,-31,0,0,0
