milis,x,y,z,ffall,switch,state
2050,-1,0,-31,0,0,0
2059,-1,0,-31,0,0,0
2069,-1,0,-31,0,0,0
2077,-1,0,-31,0,0,0
2087,-1,0,-31,0,0,0
2096,-1,0,-31,0,0,0
2106,-1,0,-31,0,0,0
2115,-1,0,-31,0,0,0
2125,-1,0,-31,0,0,0
2134,-1,0,-31,0,0,0
2144,0,0,-31,0,0,0
2152,0,0,-31,0,0,0
2162,0,0,-31,0,0,0
2171,-1,1,-31,0,0,0
2183,-1,0,-31,0,0,0
2193,-1,0,-31,0,0,0
2203,-1,0,-31,0,0,0
2212,0,0,-31,0,0,0
2222,0,0,-31,0,0,0
2232,-1,0,-31,0,0,0
2241,-1,0,-31,0,0,0
2250,-1,1,-31,0,0,0
2259,0,0,-31,0,0,0
2269,0,0,-31,0,0,0
2278,-1,0,-31,0,0,0
2288,-1,0,-31,0,0,0
2297,-1,0,-31,0,0,0
2307,-1,0,-31,0,0,0
2316,-1,0,-31,0,0,0
2326,-1,0,-31,0,0,0
2335,-1,0,-31,0,0,0
2344,0,0,-31,0,0,0
2354,-1,0,-31,0,0,0
2364,0,0,-31,0,0,0
2372,-1,0,-31,0,0,0
2382,-1,0,-31,0,0,0
2392,-1,0,-31,0,0,0
2401,-1,0,-31,0,0,0
2410,-1,0,-31,0,0,0
2422,-1,0,-31,0,0,0
2432,-1,0,-31,0,0,0
2443,-1,0,-31,0,0,0
2451,-1,0,-31,0,0,0
2461,-1,0,-31,0,0,0
2470,-1,0,-31,0,0,0
2481,-1,0,-31,0,0,0
2489,-1,1,-31,0,0,0
2499,-1,0,-31,0,0,0
2507,-1,0,-31,0,0,0
2518,-1,0,-31,0,0,0
2527,0,0,-31,0,0,0
2537,-1,0,-31,0,0,0
2545,-1,0,-31,0,0,0
2555,-1,0,-31,0,0,0
2564,-1,0,-31,0,0,0
2574,-1,0,-31,0,0,0
2583,-1,0,-31,0,0,0
2593,-1,0,-31,0,0,0
2601,-1,0,-31,0,0,0
2612,-1,0,-31,0,0,0
2620,0,0,-31,0,0,0
2630,-1,0,-31,0,0,0
2643,-1,0,-31,0,0,0
2651,-1,0,-31,0,0,0
2660,-1,1,-31,0,0,0
2668,-1,0,-31,0,0,0
2678,-1,0,-31,0,0,0
2688,-1,0,-31,0,0,0
2698,-1,0,-31,0,0,0
2706,-1,0,-31,0,0,0
2716,-1,0,-31,0,0,0
2724,-1,0,-31,0,0,0
2735,-1,0,-31,0,0,0
2744,-1,0,-31,0,0,0
2754,-1,0,-31,0,0,0
2762,-1,0,-31,0,0,0
2772,-1,0,-31,0,0,0
2781,-1,0,-31,0,0,0
2792,-1,0,-31,0,0,0
2800,-1,0,-31,0,0,0
2810,-1,0,-31,0,0,0
2819,-1,0,-31,0,0,0
2829,-1,0,-31,0,0,0
2838,-1,0,-31,0,0,0
